customer_id,first_name,last_name,gender,age,signup_date,loyalty_tier,city,state,country
819830,Name830,User,Female,39,2025-06-05,Silver,Delhi,Delhi,India
327120,Name120,User,Female,24,2024-05-12,Silver,Chennai,Tamil Nadu,India
542621,Name621,User,Male,36,2024-06-09,Bronze,Hyderabad,Telangana,India
861111,Name111,User,Female,24,2025-02-23,Bronze,Hyderabad,Telangana,India
130451,Name451,User,Male,20,2024-11-03,Gold,Chennai,Tamil Nadu,India
653259,Name259,User,Female,44,2024-11-01,Bronze,Chennai,Tamil Nadu,India
332460,Name460,User,Female,65,2025-06-16,Silver,Bengaluru,Karnataka,India
900798,Name798,User,Male,27,2024-11-20,Gold,Chennai,Tamil Nadu,India
559158,Name158,User,Female,54,2024-03-11,Bronze,Bengaluru,Karnataka,India
619896,Name896,User,Female,47,2025-01-07,Gold,Bengaluru,Karnataka,India
679715,Name715,User,Male,55,2024-02-27,Bronze,Hyderabad,Telangana,India
344406,Name406,User,Female,54,2024-09-14,Silver,Chennai,Tamil Nadu,India
462493,Name493,User,Female,41,2025-10-20,Bronze,Chennai,Tamil Nadu,India
342081,Name081,User,Female,56,2024-12-14,Silver,Bengaluru,Karnataka,India
809727,Name727,User,Male,27,2024-09-13,Silver,Delhi,Delhi,India
329408,Name408,User,Male,25,2024-07-08,Silver,Chennai,Tamil Nadu,India
897911,Name911,User,Male,69,2024-04-11,Platinum,Chennai,Tamil Nadu,India
581929,Name929,User,Male,31,2024-09-24,Bronze,Bengaluru,Karnataka,India
403858,Name858,User,Male,22,2024-08-10,Silver,Chennai,Tamil Nadu,India
122533,Name533,User,Female,19,2025-08-27,Bronze,Delhi,Delhi,India
536396,Name396,User,Female,32,2024-07-24,Silver,Hyderabad,Telangana,India
978264,Name264,User,Female,46,2025-11-22,Bronze,Delhi,Delhi,India
683484,Name484,User,Female,64,2024-03-15,Gold,Delhi,Delhi,India
773494,Name494,User,Female,30,2024-01-09,Silver,Bengaluru,Karnataka,India
204857,Name857,User,Female,22,2025-02-17,Silver,Hyderabad,Telangana,India
294936,Name936,User,Female,20,2024-12-26,Gold,Chennai,Tamil Nadu,India
759924,Name924,User,Male,30,2024-11-02,Silver,Hyderabad,Telangana,India
858790,Name790,User,Male,70,2024-11-05,Silver,Mumbai,Maharashtra,India
410787,Name787,User,Female,51,2025-02-25,Silver,Bengaluru,Karnataka,India
226762,Name762,User,Female,56,2025-10-07,Silver,Chennai,Tamil Nadu,India
879245,Name245,User,Female,26,2025-06-02,Bronze,Hyderabad,Telangana,India
448856,Name856,User,Male,34,2025-10-13,Bronze,Delhi,Delhi,India
856531,Name531,User,Male,41,2025-03-06,Bronze,Hyderabad,Telangana,India
845738,Name738,User,Male,23,2024-01-05,Bronze,Mumbai,Maharashtra,India
625126,Name126,User,Female,68,2025-01-16,Silver,Hyderabad,Telangana,India
542611,Name611,User,Female,42,2025-04-12,Gold,Hyderabad,Telangana,India
632380,Name380,User,Female,27,2025-03-01,Bronze,Hyderabad,Telangana,India
970355,Name355,User,Female,41,2024-05-10,Silver,Delhi,Delhi,India
802866,Name866,User,Female,34,2025-06-10,Bronze,Bengaluru,Karnataka,India
299071,Name071,User,Female,45,2024-12-09,Silver,Hyderabad,Telangana,India
418104,Name104,User,Male,63,2025-05-18,Gold,Hyderabad,Telangana,India
397962,Name962,User,Female,23,2024-03-06,Bronze,Hyderabad,Telangana,India
716122,Name122,User,Male,64,2024-01-27,Bronze,Delhi,Delhi,India
623619,Name619,User,Female,67,2024-04-11,Bronze,Delhi,Delhi,India
987302,Name302,User,Male,23,2025-03-13,Silver,Delhi,Delhi,India
629828,Name828,User,Male,52,2025-03-08,Bronze,Mumbai,Maharashtra,India
512461,Name461,User,Female,60,2024-05-01,Platinum,Mumbai,Maharashtra,India
717613,Name613,User,Male,48,2025-12-22,Gold,Bengaluru,Karnataka,India
994737,Name737,User,Male,42,2024-05-06,Silver,Delhi,Delhi,India
136202,Name202,User,Female,43,2024-04-28,Silver,Bengaluru,Karnataka,India
603554,Name554,User,Male,27,2025-01-30,Silver,Hyderabad,Telangana,India
354531,Name531,User,Male,51,2024-09-20,Bronze,Delhi,Delhi,India
879858,Name858,User,Female,49,2025-10-10,Gold,Chennai,Tamil Nadu,India
936138,Name138,User,Male,68,2025-09-30,Bronze,Chennai,Tamil Nadu,India
523926,Name926,User,Male,18,2025-11-04,Bronze,Hyderabad,Telangana,India
534439,Name439,User,Male,52,2025-10-02,Bronze,Bengaluru,Karnataka,India
797034,Name034,User,Male,50,2024-10-08,Bronze,Mumbai,Maharashtra,India
281411,Name411,User,Female,27,2024-05-13,Bronze,Delhi,Delhi,India
484957,Name957,User,Male,52,2025-09-15,Silver,Hyderabad,Telangana,India
675457,Name457,User,Female,35,2025-05-06,Silver,Hyderabad,Telangana,India
837191,Name191,User,Female,31,2025-05-25,Bronze,Bengaluru,Karnataka,India
913524,Name524,User,Male,39,2024-06-29,Silver,Hyderabad,Telangana,India
807249,Name249,User,Female,52,2024-06-02,Bronze,Delhi,Delhi,India
874075,Name075,User,Male,59,2024-08-06,Bronze,Bengaluru,Karnataka,India
492904,Name904,User,Female,39,2024-05-01,Bronze,Hyderabad,Telangana,India
190667,Name667,User,Female,32,2024-03-31,Silver,Delhi,Delhi,India
560284,Name284,User,Male,61,2024-04-28,Bronze,Mumbai,Maharashtra,India
796000,Name000,User,Female,45,2024-12-01,Bronze,Delhi,Delhi,India
633123,Name123,User,Female,70,2025-09-22,Bronze,Mumbai,Maharashtra,India
213174,Name174,User,Female,61,2025-10-02,Platinum,Delhi,Delhi,India
916256,Name256,User,Female,56,2025-06-14,Bronze,Bengaluru,Karnataka,India
271650,Name650,User,Female,40,2024-05-22,Bronze,Mumbai,Maharashtra,India
646243,Name243,User,Male,40,2024-03-20,Bronze,Delhi,Delhi,India
980753,Name753,User,Female,38,2024-09-11,Bronze,Mumbai,Maharashtra,India
512357,Name357,User,Female,19,2024-03-21,Bronze,Mumbai,Maharashtra,India
488521,Name521,User,Female,64,2025-10-15,Silver,Hyderabad,Telangana,India
613480,Name480,User,Female,35,2024-01-09,Silver,Mumbai,Maharashtra,India
868360,Name360,User,Male,40,2025-10-18,Silver,Bengaluru,Karnataka,India
131011,Name011,User,Female,43,2024-04-03,Silver,Delhi,Delhi,India
592117,Name117,User,Female,54,2025-03-04,Silver,Chennai,Tamil Nadu,India
145599,Name599,User,Female,32,2025-10-09,Bronze,Hyderabad,Telangana,India
423516,Name516,User,Male,56,2025-06-04,Bronze,Delhi,Delhi,India
837549,Name549,User,Male,45,2024-10-08,Silver,Delhi,Delhi,India
989508,Name508,User,Female,51,2024-09-25,Bronze,Bengaluru,Karnataka,India
744675,Name675,User,Male,65,2025-01-17,Bronze,Hyderabad,Telangana,India
721998,Name998,User,Female,52,2025-07-22,Gold,Chennai,Tamil Nadu,India
706261,Name261,User,Male,57,2024-11-11,Bronze,Chennai,Tamil Nadu,India
512719,Name719,User,Male,22,2025-08-16,Bronze,Delhi,Delhi,India
778592,Name592,User,Female,69,2024-12-09,Bronze,Delhi,Delhi,India
278624,Name624,User,Male,27,2025-01-25,Gold,Bengaluru,Karnataka,India
276783,Name783,User,Male,56,2024-05-28,Bronze,Hyderabad,Telangana,India
626635,Name635,User,Male,52,2024-01-10,Gold,Chennai,Tamil Nadu,India
337961,Name961,User,Female,65,2025-07-29,Gold,Delhi,Delhi,India
112899,Name899,User,Female,19,2025-03-18,Silver,Mumbai,Maharashtra,India
907952,Name952,User,Female,41,2025-02-22,Bronze,Hyderabad,Telangana,India
309208,Name208,User,Male,24,2025-04-27,Silver,Hyderabad,Telangana,India
665829,Name829,User,Male,25,2025-08-24,Bronze,Mumbai,Maharashtra,India
674974,Name974,User,Female,53,2024-10-04,Silver,Chennai,Tamil Nadu,India
343454,Name454,User,Female,69,2025-04-30,Gold,Chennai,Tamil Nadu,India
524101,Name101,User,Male,24,2025-07-29,Platinum,Delhi,Delhi,India
638728,Name728,User,Male,67,2024-02-11,Gold,Delhi,Delhi,India
460527,Name527,User,Female,64,2024-12-20,Bronze,Bengaluru,Karnataka,India
988627,Name627,User,Female,44,2025-01-20,Bronze,Mumbai,Maharashtra,India
705861,Name861,User,Female,69,2025-12-17,Bronze,Bengaluru,Karnataka,India
470434,Name434,User,Male,21,2024-12-15,Silver,Chennai,Tamil Nadu,India
581434,Name434,User,Male,52,2025-10-20,Silver,Chennai,Tamil Nadu,India
382359,Name359,User,Male,55,2024-01-23,Bronze,Bengaluru,Karnataka,India
791236,Name236,User,Female,58,2024-06-27,Bronze,Delhi,Delhi,India
674615,Name615,User,Male,33,2024-12-09,Platinum,Delhi,Delhi,India
738524,Name524,User,Male,68,2025-11-24,Bronze,Bengaluru,Karnataka,India
864831,Name831,User,Female,49,2025-10-29,Silver,Hyderabad,Telangana,India
105986,Name986,User,Female,46,2025-02-12,Silver,Delhi,Delhi,India
502327,Name327,User,Female,35,2024-05-08,Bronze,Chennai,Tamil Nadu,India
921722,Name722,User,Female,24,2024-01-27,Silver,Hyderabad,Telangana,India
998576,Name576,User,Female,67,2025-01-21,Silver,Delhi,Delhi,India
960341,Name341,User,Male,27,2025-06-21,Gold,Bengaluru,Karnataka,India
876474,Name474,User,Male,47,2025-02-10,Gold,Bengaluru,Karnataka,India
637395,Name395,User,Female,18,2025-07-11,Gold,Delhi,Delhi,India
948444,Name444,User,Male,60,2024-07-02,Bronze,Hyderabad,Telangana,India
235527,Name527,User,Male,67,2025-07-03,Gold,Delhi,Delhi,India
643873,Name873,User,Male,42,2025-08-22,Bronze,Delhi,Delhi,India
915160,Name160,User,Female,33,2024-02-11,Gold,Delhi,Delhi,India
688626,Name626,User,Male,33,2025-02-11,Silver,Delhi,Delhi,India
315466,Name466,User,Male,42,2024-04-01,Silver,Mumbai,Maharashtra,India
546788,Name788,User,Male,51,2024-09-01,Silver,Hyderabad,Telangana,India
158849,Name849,User,Female,47,2024-10-11,Silver,Mumbai,Maharashtra,India
604471,Name471,User,Male,53,2025-12-25,Gold,Delhi,Delhi,India
482453,Name453,User,Female,50,2025-03-03,Silver,Chennai,Tamil Nadu,India
697687,Name687,User,Female,69,2024-07-24,Bronze,Hyderabad,Telangana,India
681331,Name331,User,Female,27,2024-09-22,Silver,Bengaluru,Karnataka,India
309546,Name546,User,Male,64,2025-01-04,Bronze,Delhi,Delhi,India
629237,Name237,User,Female,34,2024-09-15,Bronze,Delhi,Delhi,India
533481,Name481,User,Female,18,2024-06-01,Platinum,Bengaluru,Karnataka,India
608480,Name480,User,Male,30,2024-03-13,Gold,Bengaluru,Karnataka,India
952860,Name860,User,Male,52,2025-03-15,Silver,Chennai,Tamil Nadu,India
474121,Name121,User,Male,53,2025-04-16,Bronze,Delhi,Delhi,India
534555,Name555,User,Male,58,2024-03-20,Bronze,Delhi,Delhi,India
462889,Name889,User,Male,65,2025-02-19,Bronze,Mumbai,Maharashtra,India
101661,Name661,User,Male,61,2025-07-05,Silver,Delhi,Delhi,India
664635,Name635,User,Female,26,2024-10-19,Bronze,Delhi,Delhi,India
666345,Name345,User,Female,65,2024-07-01,Bronze,Hyderabad,Telangana,India
753776,Name776,User,Female,49,2025-07-02,Bronze,Delhi,Delhi,India
924646,Name646,User,Female,31,2025-12-23,Bronze,Chennai,Tamil Nadu,India
742202,Name202,User,Male,57,2025-01-16,Silver,Bengaluru,Karnataka,India
447222,Name222,User,Male,21,2024-11-19,Bronze,Bengaluru,Karnataka,India
580401,Name401,User,Male,25,2025-03-21,Silver,Delhi,Delhi,India
728993,Name993,User,Male,50,2025-06-03,Bronze,Delhi,Delhi,India
129333,Name333,User,Female,60,2025-06-13,Bronze,Delhi,Delhi,India
943652,Name652,User,Female,64,2024-01-04,Silver,Chennai,Tamil Nadu,India
340758,Name758,User,Female,60,2025-05-08,Silver,Delhi,Delhi,India
766234,Name234,User,Female,20,2025-10-15,Bronze,Delhi,Delhi,India
285819,Name819,User,Male,44,2024-10-07,Silver,Chennai,Tamil Nadu,India
677509,Name509,User,Female,35,2025-05-20,Bronze,Hyderabad,Telangana,India
712851,Name851,User,Male,53,2024-01-17,Bronze,Delhi,Delhi,India
289565,Name565,User,Female,31,2025-02-07,Gold,Mumbai,Maharashtra,India
196051,Name051,User,Female,33,2024-04-06,Bronze,Chennai,Tamil Nadu,India
937223,Name223,User,Female,46,2024-07-12,Platinum,Mumbai,Maharashtra,India
677795,Name795,User,Male,50,2025-01-29,Silver,Chennai,Tamil Nadu,India
935817,Name817,User,Male,41,2025-11-05,Gold,Delhi,Delhi,India
992625,Name625,User,Female,21,2025-04-14,Bronze,Mumbai,Maharashtra,India
956096,Name096,User,Male,27,2024-10-19,Bronze,Chennai,Tamil Nadu,India
367695,Name695,User,Male,54,2025-02-09,Bronze,Chennai,Tamil Nadu,India
134035,Name035,User,Female,43,2024-10-01,Gold,Hyderabad,Telangana,India
982633,Name633,User,Male,53,2025-05-03,Bronze,Hyderabad,Telangana,India
805810,Name810,User,Female,68,2024-06-01,Silver,Bengaluru,Karnataka,India
173875,Name875,User,Female,22,2025-09-13,Silver,Chennai,Tamil Nadu,India
187277,Name277,User,Female,43,2025-06-16,Silver,Bengaluru,Karnataka,India
117501,Name501,User,Male,20,2025-08-10,Silver,Chennai,Tamil Nadu,India
575003,Name003,User,Female,39,2025-01-12,Silver,Mumbai,Maharashtra,India
115267,Name267,User,Female,55,2024-03-16,Bronze,Mumbai,Maharashtra,India
890778,Name778,User,Female,39,2025-05-27,Gold,Mumbai,Maharashtra,India
892290,Name290,User,Male,28,2024-11-28,Bronze,Chennai,Tamil Nadu,India
394856,Name856,User,Male,55,2024-04-20,Bronze,Delhi,Delhi,India
361681,Name681,User,Female,70,2025-01-03,Platinum,Chennai,Tamil Nadu,India
381691,Name691,User,Female,20,2025-12-29,Bronze,Bengaluru,Karnataka,India
214807,Name807,User,Female,66,2025-02-10,Silver,Delhi,Delhi,India
936016,Name016,User,Male,22,2025-12-26,Bronze,Chennai,Tamil Nadu,India
755152,Name152,User,Female,23,2024-05-09,Bronze,Bengaluru,Karnataka,India
293577,Name577,User,Male,31,2024-04-11,Bronze,Bengaluru,Karnataka,India
461153,Name153,User,Male,65,2025-06-08,Bronze,Hyderabad,Telangana,India
404385,Name385,User,Male,53,2024-11-19,Bronze,Delhi,Delhi,India
172892,Name892,User,Male,20,2025-03-28,Gold,Bengaluru,Karnataka,India
275605,Name605,User,Male,38,2025-03-03,Silver,Mumbai,Maharashtra,India
267379,Name379,User,Male,63,2025-08-25,Silver,Chennai,Tamil Nadu,India
367613,Name613,User,Female,29,2024-07-21,Bronze,Chennai,Tamil Nadu,India
652998,Name998,User,Male,55,2025-06-02,Bronze,Chennai,Tamil Nadu,India
276312,Name312,User,Female,30,2024-02-26,Bronze,Bengaluru,Karnataka,India
788554,Name554,User,Female,57,2024-12-29,Bronze,Hyderabad,Telangana,India
386171,Name171,User,Male,49,2024-02-03,Bronze,Mumbai,Maharashtra,India
779689,Name689,User,Male,18,2024-08-23,Silver,Chennai,Tamil Nadu,India
846156,Name156,User,Male,20,2025-06-24,Bronze,Mumbai,Maharashtra,India
408798,Name798,User,Female,33,2025-05-17,Silver,Hyderabad,Telangana,India
576789,Name789,User,Female,59,2024-03-16,Bronze,Bengaluru,Karnataka,India
836756,Name756,User,Male,61,2025-09-30,Bronze,Delhi,Delhi,India
437643,Name643,User,Female,57,2025-04-30,Bronze,Chennai,Tamil Nadu,India
620611,Name611,User,Male,24,2025-11-05,Silver,Hyderabad,Telangana,India
596784,Name784,User,Female,70,2025-12-25,Silver,Chennai,Tamil Nadu,India
219737,Name737,User,Male,59,2025-03-06,Bronze,Bengaluru,Karnataka,India
124782,Name782,User,Female,56,2025-07-31,Silver,Chennai,Tamil Nadu,India
427160,Name160,User,Female,56,2025-11-27,Silver,Chennai,Tamil Nadu,India
505334,Name334,User,Female,28,2024-10-01,Silver,Hyderabad,Telangana,India
460020,Name020,User,Female,54,2025-02-09,Silver,Chennai,Tamil Nadu,India
541365,Name365,User,Female,37,2024-01-16,Silver,Bengaluru,Karnataka,India
934879,Name879,User,Female,47,2024-12-30,Bronze,Mumbai,Maharashtra,India
297173,Name173,User,Male,62,2025-05-02,Gold,Hyderabad,Telangana,India
370973,Name973,User,Female,45,2024-02-25,Silver,Delhi,Delhi,India
214044,Name044,User,Male,34,2025-07-08,Silver,Bengaluru,Karnataka,India
365770,Name770,User,Female,18,2024-11-28,Bronze,Bengaluru,Karnataka,India
865620,Name620,User,Male,31,2024-03-24,Bronze,Chennai,Tamil Nadu,India
634895,Name895,User,Male,67,2025-12-08,Bronze,Mumbai,Maharashtra,India
319247,Name247,User,Female,32,2024-01-28,Platinum,Hyderabad,Telangana,India
735068,Name068,User,Female,37,2024-10-27,Bronze,Delhi,Delhi,India
552623,Name623,User,Female,69,2024-03-16,Gold,Chennai,Tamil Nadu,India
956728,Name728,User,Male,56,2024-02-13,Silver,Hyderabad,Telangana,India
121829,Name829,User,Male,63,2025-02-08,Bronze,Delhi,Delhi,India
336321,Name321,User,Male,64,2024-11-02,Silver,Chennai,Tamil Nadu,India
118732,Name732,User,Male,63,2025-12-22,Silver,Bengaluru,Karnataka,India
516615,Name615,User,Female,28,2025-11-22,Bronze,Hyderabad,Telangana,India
253576,Name576,User,Female,53,2024-12-16,Gold,Bengaluru,Karnataka,India
137042,Name042,User,Female,38,2025-09-10,Bronze,Chennai,Tamil Nadu,India
853753,Name753,User,Female,45,2024-01-12,Gold,Bengaluru,Karnataka,India
268010,Name010,User,Female,25,2025-05-28,Bronze,Mumbai,Maharashtra,India
567317,Name317,User,Female,45,2025-01-16,Silver,Chennai,Tamil Nadu,India
838832,Name832,User,Male,56,2025-06-11,Silver,Mumbai,Maharashtra,India
630903,Name903,User,Male,36,2024-02-19,Platinum,Delhi,Delhi,India
811118,Name118,User,Male,18,2025-11-19,Bronze,Mumbai,Maharashtra,India
547390,Name390,User,Male,21,2024-01-10,Bronze,Mumbai,Maharashtra,India
671161,Name161,User,Female,68,2024-01-20,Silver,Bengaluru,Karnataka,India
972672,Name672,User,Male,48,2024-07-23,Bronze,Chennai,Tamil Nadu,India
331315,Name315,User,Female,32,2024-07-06,Bronze,Chennai,Tamil Nadu,India
761412,Name412,User,Male,53,2025-12-18,Bronze,Mumbai,Maharashtra,India
936565,Name565,User,Female,44,2024-05-02,Bronze,Bengaluru,Karnataka,India
828813,Name813,User,Male,66,2024-07-08,Bronze,Delhi,Delhi,India
641693,Name693,User,Female,69,2024-04-10,Bronze,Delhi,Delhi,India
572745,Name745,User,Male,22,2025-03-29,Bronze,Bengaluru,Karnataka,India
334037,Name037,User,Female,40,2024-02-29,Silver,Mumbai,Maharashtra,India
649344,Name344,User,Male,68,2024-08-21,Silver,Hyderabad,Telangana,India
780008,Name008,User,Male,30,2024-02-25,Silver,Mumbai,Maharashtra,India
132191,Name191,User,Male,68,2024-08-13,Gold,Mumbai,Maharashtra,India
514080,Name080,User,Female,33,2024-02-03,Silver,Bengaluru,Karnataka,India
807686,Name686,User,Female,40,2024-12-31,Bronze,Delhi,Delhi,India
703818,Name818,User,Female,61,2025-01-30,Bronze,Chennai,Tamil Nadu,India
942410,Name410,User,Female,39,2024-07-01,Silver,Delhi,Delhi,India
436850,Name850,User,Male,22,2025-03-23,Gold,Mumbai,Maharashtra,India
791875,Name875,User,Female,39,2025-01-14,Bronze,Chennai,Tamil Nadu,India
761596,Name596,User,Female,38,2025-02-09,Platinum,Bengaluru,Karnataka,India
547007,Name007,User,Male,41,2024-05-10,Bronze,Chennai,Tamil Nadu,India
161640,Name640,User,Male,53,2025-12-29,Silver,Bengaluru,Karnataka,India
873273,Name273,User,Female,59,2025-10-04,Bronze,Delhi,Delhi,India
413111,Name111,User,Male,70,2025-09-18,Bronze,Delhi,Delhi,India
231788,Name788,User,Female,28,2024-10-10,Gold,Bengaluru,Karnataka,India
322436,Name436,User,Male,45,2024-06-06,Silver,Bengaluru,Karnataka,India
149744,Name744,User,Male,27,2025-12-01,Bronze,Hyderabad,Telangana,India
421269,Name269,User,Female,52,2024-02-05,Platinum,Delhi,Delhi,India
174162,Name162,User,Female,65,2025-01-09,Silver,Delhi,Delhi,India
180159,Name159,User,Female,39,2025-10-31,Bronze,Bengaluru,Karnataka,India
425439,Name439,User,Male,35,2025-09-20,Silver,Hyderabad,Telangana,India
412349,Name349,User,Male,33,2024-11-07,Bronze,Delhi,Delhi,India
879974,Name974,User,Male,41,2024-02-20,Bronze,Hyderabad,Telangana,India
265892,Name892,User,Male,30,2024-04-09,Platinum,Bengaluru,Karnataka,India
536388,Name388,User,Female,50,2024-09-29,Bronze,Delhi,Delhi,India
692383,Name383,User,Male,37,2025-08-10,Silver,Delhi,Delhi,India
364616,Name616,User,Female,46,2025-08-17,Silver,Chennai,Tamil Nadu,India
236725,Name725,User,Female,30,2025-03-19,Gold,Delhi,Delhi,India
108892,Name892,User,Male,32,2024-05-25,Bronze,Bengaluru,Karnataka,India
687954,Name954,User,Male,28,2025-05-12,Bronze,Delhi,Delhi,India
991841,Name841,User,Female,23,2025-09-16,Bronze,Mumbai,Maharashtra,India
139758,Name758,User,Male,46,2025-10-21,Silver,Delhi,Delhi,India
719272,Name272,User,Female,28,2025-08-11,Silver,Chennai,Tamil Nadu,India
959217,Name217,User,Male,38,2025-05-06,Silver,Mumbai,Maharashtra,India
328160,Name160,User,Female,49,2025-07-26,Bronze,Mumbai,Maharashtra,India
697982,Name982,User,Male,50,2024-11-22,Silver,Hyderabad,Telangana,India
583238,Name238,User,Female,56,2024-11-21,Gold,Chennai,Tamil Nadu,India
279848,Name848,User,Male,48,2024-12-12,Bronze,Chennai,Tamil Nadu,India
968129,Name129,User,Female,22,2025-11-05,Silver,Mumbai,Maharashtra,India
917907,Name907,User,Male,29,2024-12-01,Bronze,Bengaluru,Karnataka,India
838221,Name221,User,Female,37,2025-05-14,Bronze,Bengaluru,Karnataka,India
753223,Name223,User,Female,28,2025-10-10,Bronze,Mumbai,Maharashtra,India
633592,Name592,User,Female,45,2025-09-19,Bronze,Mumbai,Maharashtra,India
139241,Name241,User,Female,54,2024-10-15,Silver,Bengaluru,Karnataka,India
496329,Name329,User,Female,27,2024-12-26,Bronze,Delhi,Delhi,India
310142,Name142,User,Male,43,2025-04-05,Bronze,Bengaluru,Karnataka,India
463783,Name783,User,Male,20,2025-10-17,Bronze,Hyderabad,Telangana,India
203835,Name835,User,Male,51,2025-06-03,Bronze,Mumbai,Maharashtra,India
315756,Name756,User,Female,51,2024-06-23,Silver,Hyderabad,Telangana,India
701235,Name235,User,Female,18,2025-01-30,Silver,Hyderabad,Telangana,India
806900,Name900,User,Female,28,2025-08-30,Silver,Chennai,Tamil Nadu,India
553981,Name981,User,Female,70,2024-12-27,Bronze,Mumbai,Maharashtra,India
720137,Name137,User,Female,23,2025-03-28,Silver,Chennai,Tamil Nadu,India
303548,Name548,User,Male,28,2024-05-17,Bronze,Bengaluru,Karnataka,India
616267,Name267,User,Female,54,2024-12-11,Platinum,Mumbai,Maharashtra,India
209496,Name496,User,Female,48,2024-01-09,Silver,Delhi,Delhi,India
798307,Name307,User,Male,46,2025-11-01,Bronze,Chennai,Tamil Nadu,India
509008,Name008,User,Female,47,2024-05-06,Bronze,Delhi,Delhi,India
410454,Name454,User,Male,39,2024-05-14,Bronze,Delhi,Delhi,India
628594,Name594,User,Female,32,2025-07-21,Silver,Chennai,Tamil Nadu,India
624078,Name078,User,Female,50,2025-07-19,Bronze,Hyderabad,Telangana,India
118035,Name035,User,Female,55,2024-07-30,Bronze,Chennai,Tamil Nadu,India
441149,Name149,User,Male,70,2024-12-14,Bronze,Delhi,Delhi,India
741863,Name863,User,Male,57,2025-03-26,Bronze,Hyderabad,Telangana,India
521868,Name868,User,Female,41,2024-07-30,Bronze,Chennai,Tamil Nadu,India
395018,Name018,User,Male,52,2025-01-31,Bronze,Mumbai,Maharashtra,India
118971,Name971,User,Male,48,2025-04-04,Silver,Hyderabad,Telangana,India
264590,Name590,User,Male,55,2024-07-17,Gold,Chennai,Tamil Nadu,India
310609,Name609,User,Female,49,2025-02-03,Bronze,Chennai,Tamil Nadu,India
999192,Name192,User,Male,56,2024-10-06,Bronze,Bengaluru,Karnataka,India
443661,Name661,User,Male,69,2025-11-18,Bronze,Mumbai,Maharashtra,India
